#	
SUPT7L	3.005539895
SFRP1	2.71633433
PIK3AP1	2.673123902
HMGCS1	2.443978613
PLCE1	2.332139681
CADM1	2.235601076
NEDD9	2.213423994
NKX2-4	2.15497682
RNF180	2.083865813
SPART	2.082231671
MMACHC	2.080964864
PRELP	2.054125419
TOB1	2.036018488
CSRP2	2.008559058
LATS1	2.004152709
RIPK1	1.961444906
MPPED1	1.919163739
SELENOP	1.903763073
DZIP1	1.901563448
RASSF8	1.898265472
CNN1	1.897075256
ZCCHC18	1.887005188
RORC	1.863237379
CD68	1.852922879
BTG3	1.828552175
CCDC150	1.803739087
BARD1	1.803313759
POU3F4	1.777637507
RBM18	1.765736537
SLAIN1	1.733258344
CHMP2A	1.731880078
SALL2	1.725591153
EFL1	1.704268639
MAML2	1.697055641
PRKCD	1.664161208
NOXRED1	1.663831915
PPP1R13B	1.659257685
RBP1	1.657263726
DGKH	1.653014331
MTFR1L	1.637619597
RGL3	1.637037287
ABHD4	1.614928277
SMPDL3B	1.606202461
MICALL2	1.599897165
KIAA2012	1.591777412
CAV1	1.591000915
ZNF469	1.585882366
RASD1	1.582826324
CENPF	1.577973235
FAM228A	1.572569788
ITIH1	1.544841266
RIPK2	1.543900712
UNC13D	1.538103682
GPATCH1	1.523155938
LMNB2	1.517526074
NPY2R	1.510112601
GID8	1.504970158
MYDGF	1.492921265
FNDC9	1.477749376
IL18BP	1.461743264
LIN7C	1.447739904
DLG5	1.44087507
PAN2	1.439087282
ATP5MF	1.439065891
C3	1.42986152
ACAT2	1.424066801
CYP2T1P	1.421239699
RPL7L1	1.419298709
GBP2	1.416445597
ESYT2	1.404584661
BAG3	1.39987725
MAGEL2	1.396728943
DCHS1	1.387796775
CLIC4	1.382245777
LRCH4	1.378912375
CRYBG1	1.377198064
P2RX6	1.377018652
PCBD2	1.373705796
RSPH6A	1.372783609
IQUB	1.369777628
RBM4	1.362824049
ZIC4	1.349719071
FRMPD2	1.345241151
ZNF830	1.341935913
NPAS4	1.3352259
NSG1	1.331167055
JAM2	1.314567918
GABBR1	1.314153826
CYBA	1.311066077
KAT6A	1.310842227
TAP1	1.308528361
ZIK1	1.304254567
NOSTRIN	1.302719309
RBPMS2	1.298663512
ARL17A	1.293196021
DNM1	1.291156834
KCNIP1	1.28856956
AMIGO2	1.287057508
PPP1R3B	1.284890683
SAP25	1.284253435
GPR17	1.282086526
ZPBP	1.281566547
GPR63	1.276594707
BTD	1.273064693
LBR	1.272220609
HEPHL1	1.270089472
SPRY1	1.256944018
STOML3	1.254294256
GPC3	1.253569429
FOXJ1	1.251977265
PPP1R32	1.245800008
PNCK	1.243335261
CLIC6	1.242938141
HSDL2	1.242317717
OLFML2A	1.239410821
MKI67	1.238537016
GSTK1	1.238181483
MPV17L	1.236792961
PPP2R5C	1.233263362
DRC7	1.228912938
FAM210B	1.226815252
MSANTD1	1.220154632
GEM	1.216230254
STK32C	1.21579587
OLIG3	1.214555599
LGALS1	1.213313434
SBSPON	1.205038743
MMP16	1.203629011
ZNF655	1.202915945
NOTCH1	1.195768835
TEX52	1.195004082
MCCC2	1.193172701
MNS1	1.19185638
LSM3	1.184746992
LOC102723553	1.180196005
ASCC2	1.179786181
MR1	1.179011329
GPR101	1.178292314
ZFP36L2	1.178030686
CCDC190	1.177140865
BCO2	1.17702465
PLEKHO2	1.1755055
TRPM1	1.175031919
SELPLG	1.173261279
FYCO1	1.17299861
LDAH	1.168667106
ZCCHC24	1.164908546
LPAR1	1.162173955
PTPDC1	1.161604002
NTS	1.158210758
ZNF207	1.153063826
LIMA1	1.149474205
CALCRL	1.148424312
DRD3	1.143716887
ARID3B	1.137621533
SLC38A4	1.136355038
DLX5	1.133303224
DDX39A	1.126692663
BOD1L1	1.122376377
TSPYL2	1.117390329
NFKB2	1.114335802
PLPP3	1.113886464
ISL2	1.113671562
RPH3A	1.109178214
FARP1	1.105175826
CGGBP1	1.104591822
TMEM39A	1.102667967
DISP2	1.099453576
HEPACAM	1.097424244
KRT2	1.097329512
CNPY2	1.092860236
PREX1	1.09225883
MCM3	1.091852049
LYPD1	1.085726882
IFT43	1.085169093
H2AZ1	1.082728303
RNF44	1.080158958
PLEKHJ1	1.07970549
DBX2	1.079388849
PFDN5	1.078950308
QKI	1.077368792
DAG1	1.074178281
C1QB	1.072915052
TMEM123	1.072492526
GBX2	1.071912834
ZNF804A	1.071161028
CFAP418	1.069093483
PLIN5	1.066728868
CPT1C	1.064914231
CNTNAP4	1.059702836
TFB1M	1.059471117
TJP1	1.056109761
CRHR1	1.055979474
CBX7	1.055278685
HSBP1	1.051627747
TAC3	1.049909589
YKT6	1.047191865
NGB	1.0466513
CYP4V2	1.045833158
YPEL3	1.044234892
CBX5	1.043727596
PLEKHN1	1.043290166
MYO1B	1.042522906
MRPL39	1.042349992
PDIA4	1.040838583
TMEM130	1.039027447
RPF1	1.03840292
CMTM3	1.036996413
STAT2	1.035439882
SDC2	1.032859419
TGFB2	1.029309894
EMC3	1.025523713
LOC93622	1.024801087
UVSSA	1.024683415
PMF1-BGLAP	1.024004788
FILIP1L	1.023896503
PRKCE	1.023737585
GABARAP	1.023285207
MSX2	1.018296516
PPFIA4	1.016996173
GABRQ	1.01673033
ZBED3	1.013518092
IL33	1.012614887
UTP23	1.010039151
FBXO3	1.009193746
GINS3	1.008531634
ASS1	1.006552013
MEI4	1.004239987
C14orf119	1.003772004
BMP6	1.003478694
KIRREL3	1.003347975
COASY	1.002850041
KDM7A	1.002299879
MAPK1IP1L	0.997958819
FGF17	0.997883514
NACA2	0.99736554
AHI1	0.997242718
SHLD2	0.996698004
ZC3H12B	0.993616647
ANGPT2	0.992288795
INTU	0.992190744
CREB3L2	0.989317567
FAM131C	0.986356602
CCDC187	0.984036597
TFAP4	0.983722399
CEMIP	0.982544705
CHRM5	0.98114481
PCYT1B	0.980688968
RAB8B	0.980247471
MAFF	0.979363281
LIFR	0.979087968
CALB2	0.977212941
MESD	0.977184531
IKZF2	0.977081801
ATAD2	0.9743807
PLPPR1	0.970189897
ZBTB3	0.966686304
RASSF4	0.966441506
ADAMTS7	0.966236867
F3	0.96520811
PDGFC	0.964270916
FAM161A	0.964164172
MMD	0.961733147
SSR2	0.959352282
TSHZ1	0.957911677
ARHGEF11	0.957748499
CCDC142	0.95715361
KLHDC7A	0.954798161
RASSF9	0.95452932
LIN7A	0.949593038
GALR1	0.94912515
HTR1B	0.948464571
FXYD1	0.947609925
ITGA10	0.944320006
ADGRG1	0.940452669
UACA	0.940155655
TPCN2	0.939302214
KIT	0.936817348
XRCC6	0.933902461
PELI2	0.933484978
MYORG	0.931630907
CHPT1	0.930076231
DELE1	0.92891151
HUS1B	0.926338782
CFAP74	0.925222946
GATAD2B	0.924175389
ZNF625	0.922646742
RGS5	0.922540411
COLEC12	0.919107247
LBH	0.916033314
TRO	0.915978293
SCO1	0.91552471
MAGED2	0.915119588
SNCAIP	0.913907983
GDF11	0.91328501
KIF3C	0.91323262
OAF	0.91150688
LTC4S	0.910622388
DBF4	0.909918519
KRT10	0.90555447
ECI1	0.905339486
PAK2	0.905312665
RET	0.902061425
PENK	0.902028084
DAAM2	0.900701218
SCG2	0.900230863
PDP2	0.899778166
ABHD14B	0.899357456
NID2	0.89757301
FADS3	0.892639051
TPP1	0.891480358
RASL12	0.890992362
RPP21	0.890394626
PLAAT3	0.88876744
TMEM81	0.888633177
ZNF423	0.88819677
MRPS26	0.886811818
ZNF334	0.885947303
VPS29	0.884585366
ROBO3	0.884325749
TGFBI	0.880736687
FGF11	0.880688478
IGFBP5	0.879744191
EMSY	0.877582768
CATSPERD	0.87737514
TRH	0.877251202
PFDN4	0.875425247
CCDC62	0.873413017
A4GALT	0.873138347
TRAIP	0.872468781
RGS19	0.872234968
PERP	0.872234871
PSD3	0.872153835
MCM4	0.871057589
RHEB	0.869489563
IMPACT	0.869092589
NRSN2	0.868685339
STX16-NPEPL1	0.868271829
CRYAB	0.86411717
OLFML3	0.863171444
GAMT	0.863081189
CRIP2	0.862688707
CYTB	0.862229285
CRIP1	0.861824445
G0S2	0.861619911
EIF4EBP1	0.861585767
NNAT	0.860481081
INPP4A	0.859757013
SNX9	0.854539967
MAGEE2	0.852763384
ZBTB26	0.852735662
SNCG	0.852260161
NAP1L5	0.850614987
AGT	0.85026757
FAN1	0.84897804
CTAG2	0.846975524
PARD6G	0.846297718
MOK	0.845764024
TM7SF3	0.845107699
SLC16A9	0.843784566
ARHGAP6	0.842074296
TMEM131L	0.841711448
CDC42EP1	0.840460303
NAA80	0.838971179
FREM2	0.838891679
S100A1	0.837808706
ARHGAP44	0.836673366
IFI35	0.834614382
TENT5C	0.833921986
SALL3	0.832700491
ZNF687	0.830584203
RP9	0.829598456
GPSM3	0.829242311
ZNF483	0.828763913
MDK	0.827778139
HSD17B7	0.827163089
MTF2	0.82709809
CCP110	0.826261309
POLR1H	0.826147359
WNT7B	0.825761124
GRAMD2B	0.823125556
ZNF430	0.822136614
GRAMD1C	0.821526382
IFITM2	0.819993467
DNAJC18	0.819830654
QPCT	0.819814724
LOC114841035	0.81900262
MAB21L2	0.817882368
PSMB2	0.817583369
BCAR3	0.816560446
VIT	0.816252312
MRPL15	0.815900442
PRC1	0.815614979
SENP1	0.815366757
NFKBIA	0.813416107
RDX	0.81220994
LAMTOR1	0.811413141
PAPSS1	0.809943785
RPP25	0.809825997
RPS3	0.809250639
TUBB2A	0.809248649
NDRG2	0.809072528
GATM	0.80849332
GPR161	0.808114185
ANKRA2	0.806938929
RASGRP1	0.806823705
BTBD16	0.80638091
IGFLR1	0.80519808
FOS	0.804950691
TRAF2	0.804118659
C1orf116	0.803363985
GABRG3	0.800848733
CRYM	0.800629929
CTTNBP2NL	0.80017446
ANGPTL4	0.798241296
DUS4L	0.798222463
LCT	0.798074027
NTSR1	0.797057907
TOMM22	0.796845316
LHPP	0.796845097
YTHDF3	0.794692093
MDM1	0.794059119
HIP1R	0.792816964
RTRAF	0.792013353
SPECC1	0.79114904
CYP20A1	0.790672776
PHF23	0.78991404
NTPCR	0.788776417
HSD17B13	0.788638976
FLRT1	0.788632747
SERTAD3	0.787389275
TCAIM	0.787013839
AK4	0.786292035
UCP3	0.786030686
TRIM68	0.785482299
RSPH1	0.784351899
SESN1	0.783899848
CD93	0.781679365
SNX6	0.781508671
CRH	0.781313158
HTR4	0.779947504
ADAMTS4	0.779853993
BCAM	0.77861429
UNC13B	0.778520712
APOE	0.777153525
OR52W1	0.77593473
NT5DC3	0.774766103
STAT5A	0.774539553
EMCN	0.774495362
POT1	0.774057869
RPS15	0.773934055
CDH5	0.773262115
NOM1	0.772476444
CBX1	0.772316064
CCN2	0.768789194
DCLK2	0.767459968
BTBD7	0.767261264
PITPNC1	0.767083043
PDCL	0.766355797
TP53	0.764788769
MYO1G	0.763656724
SPAG1	0.763549602
SNX33	0.761697847
CFP	0.761246849
LPAR6	0.76118656
DNAJC9	0.760407914
USP54	0.759251942
KCTD2	0.758229448
RBM8A	0.757395258
CRACR2B	0.756783955
ZNF837	0.754886726
ZNF516	0.754631041
FLAD1	0.753967327
RGS16	0.753902196
PTGDS	0.753572196
TMCO6	0.7532933
MGME1	0.753152931
EFCAB2	0.752159596
AMACR	0.751934479
PLEKHB2	0.750848671
SCARB1	0.749235404
TAS1R3	0.748036306
GPR55	0.747654403
UBA6	0.746342569
LMOD1	0.746073227
UBE2F-SCLY	0.745608649
THAP1	0.745217858
TBX3	0.745004918
RSPH10B	0.744633496
ANTXR2	0.744152432
PNOC	0.743577067
ASCL1	0.742098201
B4GALT1	0.741760413
NYNRIN	0.741100081
CAMKMT	0.740350673
SLC29A4	0.740022525
ZKSCAN8	0.739656345
ZIC3	0.739157147
WFS1	0.737964292
DOK2	0.737447563
PRDM5	0.73700773
DYNLRB1	0.736480803
ADGRF2	0.733521328
WDR70	0.733355722
PDLIM3	0.728281668
SFXN3	0.728082469
ZNF740	0.727988906
AXIN2	0.727273156
HSPA13	0.726771766
N4BP2L1	0.726667577
INTS9	0.726063743
FOXO1	0.724672839
RARA	0.722851714
MIS18A	0.722733445
PSMB1	0.721492152
GLDC	0.720671289
KHDC4	0.72040713
GBX1	0.719034984
FOXO4	0.718865283
ST18	0.718860326
FAM83D	0.718560925
PABIR3	0.718310137
ABITRAM	0.717936252
ATOH8	0.717252501
SYT10	0.717217928
TCN2	0.716392595
MOBP	0.714791274
M6PR	0.713815551
ADIPOR2	0.713451048
SNX21	0.712860231
CD109	0.712018215
MFNG	0.710626486
IMMP1L	0.710063738
CFAP119	0.708937595
POLH	0.708485879
ZC3HAV1	0.708384054
ZNF8	0.708077796
CALY	0.707239007
SIAH2	0.707137005
ZNF410	0.706765848
SASH1	0.706699894
PON1	0.706612467
GOLM2	0.705696307
ATG14	0.705622711
EFHD2	0.703865148
PCP4L1	0.70298949
KLHL20	0.701768543
GULP1	0.700672739
RYK	0.700096303
TNRC6C	0.699882828
FAM227A	0.696874948
MPZL1	0.696020708
B3GAT1	0.695809972
ZNF511	0.695172829
FAAP24	0.695170946
SMCR8	0.693244797
PDGFRA	0.69263417
ARPIN	0.692608665
DHRS1	0.691226293
GM2A	0.69060181
ZNF565	0.690507591
ARSG	0.688849586
PAIP2	0.688535189
PQBP1	0.688398578
KYAT1	0.688229696
KLHL9	0.687890112
INPPL1	0.687758453
ERMN	0.687757976
ARID5B	0.686636373
ADD2	0.685040092
DTNB	0.684843845
SLC25A34	0.684127755
KATNAL1	0.683530797
MDGA2	0.683441646
ACADL	0.682331386
CSK	0.682313215
CAT	0.682269233
S1PR1	0.68197473
CRY2	0.681705801
DPY30	0.681280566
CACNA2D1	0.680715639
GAB1	0.679722175
CSNK2B	0.677406753
GPRC5C	0.677124435
PLD3	0.676474257
PTPN1	0.675183523
EPB41L5	0.674364337
DOP1A	0.673351832
TMEM255A	0.673051385
ELMO3	0.671950325
RPP38	0.671869471
CHRAC1	0.671783422
SLC5A7	0.671341163
NME5	0.670962751
EPB41L4A	0.668407561
C3orf62	0.667717903
COG8	0.667339821
KCTD12	0.667338558
GOT2	0.666174615
VCAM1	0.664665247
PIGY	0.663923517
POLR2J	0.663521185
NFATC3	0.662812514
SST	0.662395357
FOSB	0.658368615
PACS1	0.657690548
RNF122	0.657310949
TCEAL8	0.657092138
MYL6	0.656603902
PRR5L	0.656067283
CYP4F3	0.654276679
NRARP	0.654183529
SHROOM2	0.65345209
SDC4	0.652846279
NBAS	0.652632942
MORN2	0.652516235
ZFHX3	0.652442977
NRG1	0.651327702
HK3	0.64960059
ZNF582	0.647736366
OTUB2	0.646820454
KIF27	0.644839835
MTHFD2L	0.644499748
ID1	0.64387046
MRPS11	0.642496219
PPP1R10	0.642309082
BCDIN3D	0.641943065
PGM2L1	0.641756695
PLCXD3	0.641577398
CTSK	0.640903415
SPA17	0.639802368
NR4A1	0.639591682
RC3H2	0.638383842
ND5	0.637850631
TP53BP2	0.63721207
C11orf1	0.637171231
LTK	0.636617081
DUSP4	0.636387625
NID1	0.636005489
MSRB3	0.63579431
PDE1B	0.635429885
CCDC12	0.635351956
DBI	0.634507599
EIF2A	0.633243958
HMBOX1	0.632168108
RND3	0.630228775
TAF5L	0.629303724
SCARA3	0.629119104
PCDHB3	0.629020601
SUPT20HL1	0.628864717
FZD4	0.628436312
MLST8	0.628058677
PLRG1	0.626919417
S100A16	0.626676293
CREB3L1	0.626466411
VIPAS39	0.625467828
ST3GAL4	0.624505145
ZCCHC2	0.624368952
MRPL14	0.623232514
CST5	0.622381119
SPARCL1	0.620758077
TMEM79	0.620694824
CHRNA4	0.619344119
ZFP36	0.618764482
RBMS2	0.61802565
SHISA2	0.6172274
CMTM5	0.616654607
GPX8	0.616029953
TNFSF13B	0.615288967
KIRREL1	0.614561951
GLP1R	0.613911562
FBXO30	0.61290196
DDAH2	0.611081662
PRAG1	0.611065231
PLIN4	0.610948471
SRFBP1	0.610781182
CD180	0.610498273
PSME3	0.610319462
NECAB2	0.6095239
NXPE2	0.607563401
CAST	0.607295603
DDOST	0.606753923
CCNJ	0.605840704
CRYBB3	0.604729144
THAP12	0.603322646
REEP3	0.603229288
NKAIN2	0.602706807
TEKT1	0.602615612
PDPN	0.601147839
NANOS1	0.600622682
CLINT1	0.600410264
TPRKB	0.600026414
SLC25A14	0.599026235
MMAA	0.598386109
TDP2	0.598360257
DDX19B	0.597928432
CDO1	0.597609969
DERL2	0.597569355
SEC13	0.597377496
IRAK1BP1	0.596992282
DESI2	0.596405633
MICOS13	0.596324817
SLC45A1	0.596167073
LETM1	0.59613535
ZNF609	0.595689923
SERPINH1	0.595481685
PRKAG1	0.594525726
RNF181	0.594480595
PALS2	0.594312439
UGP2	0.594064612
C19orf12	0.59405729
MBNL1	0.593969344
FAM107A	0.593896661
ANKRD55	0.591864142
SLC13A5	0.591618513
SLC35A5	0.591557138
ZNF154	0.591493558
CASP8	0.59082996
NELFA	0.590373747
THNSL2	0.590294107
PROX2	0.589952509
IL4R	0.589508707
ZNF646	0.589340888
RPS11	0.588935583
ALDH7A1	0.588680972
PIK3R4	0.588536708
WFDC1	0.588227798
KLHL5	0.587617684
HEBP1	0.587541332
ZBTB40	0.587540296
KIF13B	0.587286905
RPN1	0.585924696
RDH11	0.585871516
FLNC	0.585797389
TBCB	0.585747296
BAMBI	0.583389781
BPGM	0.583150654
ZFHX4	0.583139786
ZNF700	0.582317659
TUB	0.580448981
CABCOCO1	0.579723447
OSTC	0.578858978
TACR1	0.578323004
NTRK3	0.57828166
TIMMDC1	0.577913698
TMEM9	0.577157166
SPIDR	0.576760107
ITSN1	0.576710966
RPEL1	0.576341016
MAP3K3	0.574083894
PRPF6	0.574075846
F5	0.573975632
DAP3	0.571368389
TIPARP	0.57072725
PDIA2	0.570544347
DTWD2	0.569275986
NUP98	0.568086709
CREBBP	0.567680539
GTF2B	0.566638329
MOB3B	0.565454358
TRMO	0.565181297
DOCK2	0.564651995
MTHFD1	0.564517445
IFI30	0.564498043
TXNDC17	0.564413788
FAM222A	0.564356593
PELO	0.563665156
VPS11	0.563652973
HS6ST1	0.563350274
SOD2	0.563343918
ANP32D	0.563312107
ZNF488	0.563179299
ARHGEF38	0.563122512
SRPK2	0.558960971
GFAP	0.55892082
ILKAP	0.558897013
NFIL3	0.55744516
CDH15	0.556284502
TMEM198B	0.556220366
FCRL1	0.556122606
EVI2B	0.555866739
PCSK4	0.55508599
CNP	0.55497911
ANKUB1	0.554669074
TRIR	0.554654526
UNC79	0.553552093
FGL2	0.553298129
MTX3	0.553197374
PLIN3	0.553045567
FTMT	0.553017286
SLC66A1	0.55281471
EBF2	0.552736574
DENND2C	0.552658668
SSPN	0.55228967
PGAM1	0.550228226
RXRG	0.550071313
COX6A2	0.549011264
GPAM	0.548995457
RAB29	0.548741718
FAM228B	0.547568538
GPR149	0.547259175
DIABLO	0.546862942
UNC45B	0.546795263
NMT2	0.546051297
COX6B2	0.545864283
EFEMP2	0.545382911
POLR2D	0.543874515
DXO	0.543855261
PTCH2	0.542953956
C2CD5	0.541995089
PLEKHM1	0.541734448
PTPN14	0.541683617
PNRC2	0.541572401
NDUFA4	0.540644289
ATP10D	0.540500412
DNAJC30	0.540109289
SVBP	0.53997211
RBM28	0.539053722
PPHLN1	0.538913328
ZFYVE26	0.537730702
ERLIN1	0.537591495
PA2G4	0.537589221
RAC2	0.537425712
LSR	0.536935562
AMMECR1L	0.536850904
C3AR1	0.535949883
SYT6	0.535716173
DNAJC28	0.535641496
LDB1	0.535337324
PDE8B	0.535123727
COL3A1	0.53478735
SORBS3	0.534199875
OSGEP	0.534013519
LENG1	0.533284886
GPR12	0.532368318
INPP5J	0.530363943
BST2	0.530349733
SP1	0.529619406
BBS1	0.529305951
TBCK	0.528152788
DSTYK	0.528105755
CSRP1	0.52797972
HIGD1B	0.52742175
PTGR2	0.527296589
SH3D19	0.52709173
SDHB	0.52665368
NKX6-1	0.526374664
SMDT1	0.526257045
UBE2M	0.526234464
YWHAB	0.526153093
BRD4	0.526132585
VSIR	0.525647896
S100A13	0.525563037
FAM193A	0.525222515
BFSP2	0.52521688
ERLIN2	0.525118157
ELF2	0.524974081
ENSA	0.524323186
SOX4	0.524238528
NPNT	0.524019726
SYTL4	0.523659507
KAT5	0.522715256
IFT27	0.52256977
KARS1	0.522467834
SERPING1	0.522262634
RPP25L	0.52210136
GALC	0.522090571
PAPPA2	0.522030244
YPEL4	0.521395665
VAT1	0.521328546
OPALIN	0.521145059
SLC26A2	0.520552355
DESI1	0.520057196
TIMP2	0.519942906
