#	
FBXO27	3.418477325
NXPH4	3.309180726
ACRBP	3.182386393
MAST1	3.112553722
C16orf74	2.959351906
DAZAP2	2.931204618
VASH1	2.574218662
HLA-DQA1	2.565286316
PAWR	2.451243147
ABHD17C	2.401824773
CST7	2.182983788
YIPF1	2.176677781
NDUFA4L2	2.095397194
AMZ2	1.98757325
SPATA7	1.955412438
LPAR5	1.947145568
SLK	1.927912718
FAM30A	1.853809408
ELOVL5	1.837803312
GRIN2D	1.748454662
TXNDC12	1.736072668
COX10	1.714426925
UBE2S	1.70817118
PCED1B	1.676612696
TBX6	1.649538558
S1PR1	1.647945732
STN1	1.647541856
LMTK3	1.625092051
SOWAHC	1.601234687
TRIB3	1.59461886
DCAF16	1.584948747
PAPOLB	1.584323053
FAM117B	1.569030656
RILPL2	1.566934588
NRBF2	1.562111367
TEAD2	1.56169515
DYM	1.550564501
RBM12	1.547963125
RBM48	1.541320171
PSAT1	1.491649533
NEDD4L	1.483168884
ZNF891	1.481863859
SSH2	1.468653034
KLK1	1.462278946
H1-5	1.449146573
ICAM5	1.431687366
CPD	1.414779873
COMMD10	1.4136211
ARSG	1.412612352
STX1B	1.408643734
CASP4	1.408135917
EVC2	1.40671624
ARL14EP	1.387857308
ZNF226	1.385848845
IER5L	1.3834918
TMEM220	1.380467805
PDE6G	1.373037561
SHMT2	1.368404555
PACSIN3	1.36578153
C5orf15	1.362805437
RTN3	1.355625993
DIPK1A	1.345933211
COLCA1	1.337070805
TULP3	1.336631543
DSG2	1.333912168
ZNF431	1.333146478
RDX	1.329214714
NEFH	1.323182628
RNFT2	1.314234939
ANO5	1.311495444
ALDH6A1	1.307299757
BCL2L10	1.303954912
ISOC1	1.303685289
ISX	1.301448109
BCAT1	1.294408756
MGAT3	1.289198643
CKAP4	1.288544891
FAM161B	1.287121698
ZSWIM9	1.268667136
PTPRA	1.265229881
PIGB	1.265147919
SLC9A5	1.262864403
ODAD3	1.259620868
PPP1R3D	1.259468762
GPR153	1.252685427
CKB	1.247812994
KICS2	1.247217758
MRPL39	1.2413653
PTGES3	1.229441077
FBXL16	1.2274038
LACTB	1.222452127
CX3CL1	1.21837919
CRK	1.212882846
ZNF222	1.212733629
ECI2	1.206040922
PCP4L1	1.191007389
IKZF5	1.186056043
WBP11	1.181858389
ZKSCAN1	1.18146333
ETS2	1.173378226
C1QL3	1.172932247
NANOS1	1.169506378
PABPC3	1.16839586
GPT2	1.164990296
MGST1	1.164634933
FRS2	1.159818278
FZD2	1.15668699
GATAD1	1.155808866
PLA2G4C	1.150480331
C19orf38	1.149526236
TM6SF1	1.147242658
ABRAXAS2	1.142461185
GAS2L3	1.142012476
TNFAIP8L1	1.140490077
TMED5	1.140158334
