#	
NDUFA4L2	4.801914921
NXPH4	4.422148119
CX3CL1	3.861617318
MAST1	3.674723923
CPT1C	3.670135715
NLRP11	3.477187833
ACRBP	3.292276836
C16orf74	3.112988407
DAZAP2	3.060291017
ELOVL5	2.884785003
ARMCX1	2.758668259
HOXA10	2.7523652
RYR1	2.691461743
TRPM4	2.662851386
DAND5	2.645787923
TENT5B	2.576523151
PTPRB	2.572391638
TMEM121	2.562152248
RNF152	2.549054015
SLK	2.530456987
RPL41	2.478683627
RAB32	2.463813031
OGFRL1	2.321704429
FBXO27	2.312722064
AMZ2	2.301335764
NCCRP1	2.242591308
SYT5	2.221464167
RBM48	2.213001639
PAWR	2.202735081
DLX2	2.176287454
NEFH	2.164547154
ICAM5	2.159067179
CKB	2.132129246
TRIM72	2.126277606
S100A5	2.103001149
YIPF1	2.094773797
COX10	2.080826026
C19orf38	2.042818086
LINC01973	2.03625113
CNN1	2.010226798
FUT1	2.000247124
CLEC4C	1.993167527
SPATA7	1.987418002
PRSS45P	1.986542325
IER3	1.979286109
ZSCAN20	1.956883462
BATF2	1.948210836
C4orf46	1.94048176
BCL11B	1.907844283
ISM1	1.906916427
ADAMTS10	1.899021574
MAP3K15	1.865197737
TBX6	1.862053958
GAS2L3	1.855966599
FN3K	1.834050574
TFAP2B	1.827990527
KRAS	1.823519433
LMTK3	1.814791513
CPEB1	1.814755297
STAC2	1.812801568
RDX	1.80148859
FBXW7	1.800382894
MISP	1.795012155
C5orf15	1.788514103
FBN3	1.780205177
HOXC8	1.778803334
THEG	1.764184597
S1PR1	1.75768018
PACSIN3	1.752980361
HCN2	1.741069126
NLRP4	1.740815868
HOXC11	1.739188689
TMEM53	1.739068192
TMEM145	1.736091345
TXNDC12	1.734533549
PXN	1.728354343
GRIN2D	1.717875987
ARL14EP	1.704174103
ATP1B2	1.697105747
KCTD15	1.694829175
PPP1R3D	1.69366021
SPNS3	1.688443891
LRP3	1.681710585
TOR1AIP1	1.672870531
MARVELD3	1.659251804
TTC22	1.635838474
GDF3	1.635200327
AP2S1	1.622471805
TULP3	1.622458185
TMIGD2	1.621640561
MEOX1	1.601703258
DNMT3B	1.601240183
DMRTA2	1.596303312
TUSC1	1.584211229
H1-4	1.579157027
SSH2	1.575813221
CPD	1.568003156
C1QL4	1.55951488
ZKSCAN1	1.558841591
SCN3B	1.551701567
ETS2	1.548094917
CST7	1.547496253
DR1	1.526883309
GSDMA	1.52559833
VASH1	1.524836726
HIPK4	1.514986963
ZDHHC9	1.511254763
TMEM220	1.498103916
FZD2	1.494213364
FAM189A1	1.482715651
PERM1	1.476376551
STN1	1.471430007
CKAP4	1.469799951
TCP10L	1.464695981
ZNF22-AS1	1.462348878
PTMS	1.461674738
ECI2	1.461649147
RILPL2	1.45105032
GARIN5A	1.451042513
HAND1	1.450225076
TEAD2	1.448952288
ISOC1	1.445313505
SYT3	1.443008606
FSD1	1.431193589
NACA2	1.428105129
NANOS2	1.426741544
DCAF16	1.424104005
LPAR5	1.421665104
AVPR1A	1.421168203
DDO	1.420004582
HPCAL4	1.419219275
PLEKHG4	1.418686328
ARC	1.414083784
RPL3L	1.412553912
SHMT2	1.412486546
MGAT3	1.41004803
ITGB4	1.404066337
F5	1.402374111
UTS2R	1.397318584
BEST2	1.3967133
SDHAF4	1.393564908
TVP23A	1.392043266
SEMA6B	1.386796635
ATP1A4	1.384090586
RTN3	1.383742146
GRID2IP	1.383231105
ARSG	1.373716472
MORC4	1.37152517
UBE2S	1.370614946
GUCY2D	1.369541251
HSD17B6	1.362423859
NUGGC	1.360693388
HSCB	1.36053419
STON2	1.357402744
ABHD17C	1.356012039
COX5A	1.355615321
TRARG1	1.351530054
MTIF3	1.351126278
STX1B	1.349837304
S100A4	1.339023392
WBP11	1.338517434
BEX2	1.332704925
CFD	1.330577263
PAPOLB	1.329961807
RPL35	1.32852862
CORO2B	1.327552355
LACTB	1.32412559
POLR2J	1.314145451
ZNF665	1.312494134
ERMP1	1.311598506
SMOC1	1.311139042
CCL19	1.30728233
DYM	1.306923581
RNFT2	1.305569471
H1-5	1.304909033
RBM12	1.303882979
CD3E	1.302544694
LOC100133077	1.30121105
PTN	1.297253227
GATAD1	1.286168143
C3orf14	1.284636673
LINC02724	1.284243364
PCDH9	1.281327099
MYH14	1.280036933
COMMD10	1.279330137
NWD1	1.277879917
ABRAXAS2	1.27630739
NPHS1	1.275992598
TMEM200A	1.275705288
FAT2	1.269015722
DBP	1.267564275
KLHDC7A	1.259311115
PCP4L1	1.257386412
UPK1A	1.255600606
SPCS1	1.250650846
ANGPT4	1.243218307
PTPRA	1.24169312
QSER1	1.241569986
SYCE3	1.240703039
ISX	1.240435345
SYT12	1.237083517
LIAS	1.23634533
FUT5	1.236118288
IER5L	1.235994901
DNAH3	1.23572826
BCL2L10	1.23400445
CRK	1.227054851
ALDH6A1	1.226539155
KIAA0319	1.223616775
C1QL3	1.223306134
MSL1	1.220394121
ZNF891	1.21907964
PCED1B	1.218167997
GPT2	1.218103917
MRPL39	1.216058632
CCDC12	1.21293614
FAM117B	1.21162641
ZNF431	1.209813726
CNOT11	1.208201063
PABPC3	1.201749398
TNFAIP8L1	1.201087782
KCNJ12	1.20097221
CA12	1.200432214
ASRGL1	1.199225726
RASSF8	1.198714263
PSAT1	1.197415139
DRD4	1.196159849
FER1L6	1.195585714
NEDD4L	1.192770523
SOWAHC	1.19098268
RASGRP4	1.189383621
DIPK1A	1.188351388
CIBAR2	1.184599961
BNIP3P1	1.184551741
NANOS1	1.184255754
ZNF222	1.181507529
ADGRG1	1.181405739
GNG7	1.181401479
GCNT4	1.181092006
TMEM134	1.180547801
RPS9	1.180031395
CASP4	1.178418143
HTRA3	1.178316696
HLA-DQA1	1.177993009
PIGX	1.175122052
RIC8B	1.175062687
ZNF649	1.168647487
ABCC11	1.167419488
PPP1R3F	1.164524089
FRS2	1.164522222
CCDC153	1.163451912
C21orf140	1.162847244
SLC5A5	1.160541506
FAM161B	1.159880633
MARCHF9	1.159790254
NAALADL1	1.159687924
DNAI3	1.156319265
CNNM1	1.15576813
C2orf49	1.155405894
KLK1	1.151958477
CCDC120	1.149166058
ZPBP2	1.148593377
IL27	1.148563227
LOXL4	1.147165294
ELK1	1.145874437
KCTD19	1.145314297
CCDC85C	1.14442544
SMURF2	1.141078736
CDHR5	1.140921616
PADI3	1.139113909
RAB6A	1.137906505
SAXO2	1.131328195
TPM2	1.130224517
TM6SF1	1.127277297
KLK14	1.12714312
XPOT	1.126196491
ISLR2	1.12351291
ERRFI1	1.121973711
DCUN1D1	1.120881643
SPX	1.119187162
POC1B	1.117106307
B3GNT3	1.112457547
TMEM150B	1.109301159
PIGB	1.101957346
RCVRN	1.098646128
TUBB2A	1.096986982
TRAPPC6A	1.096970762
MOCOS	1.091273239
S100A6	1.085596687
PYGL	1.084682379
KICS2	1.084155092
LTA4H	1.082454331
SLC9A5	1.080020156
METTL27	1.079449708
ATF1	1.079315229
TTC7B	1.078035501
EDAR	1.077253464
ARL6IP4	1.076652319
TCIRG1	1.07629442
ACACB	1.075711375
ZNF711	1.071220313
GPRC5D	1.070097407
ANPEP	1.06955159
LOC100128770	1.067811566
PAK4	1.066538343
TEX37	1.065398905
HOXB5	1.064794661
NPTXR	1.064783843
ELOVL3	1.064779481
ZSWIM9	1.064049618
NT5C1A	1.06346307
KDELR1	1.063206821
GLB1L2	1.06155038
PITPNA	1.060683437
ADGRF4	1.059528088
LRRC8D	1.056080474
RPP21	1.053393072
CDK8	1.052662993
SRMS	1.052615624
XRN2	1.052313047
CDA	1.050617216
UNC5B	1.050405867
KIAA1549	1.049495695
ZNF226	1.049175833
BCAT1	1.048026721
PM20D2	1.046950058
ZNF555	1.046553675
MAPRE3	1.045826014
MEIS2	1.04526493
RESF1	1.043624982
MYL6	1.042390459
PDCD2	1.041532804
TPH1	1.04055944
TMEM119	1.039799142
MYORG	1.0395083
LRIG3	1.03870661
KLRB1	1.038156548
CCNB1IP1	1.033556915
EIF3G	1.033320383
TBC1D16	1.032779316
FAM81A	1.030385809
SLC10A2	1.030307543
MRPL10	1.024737194
CFAP58	1.023667859
FAM169A	1.023153288
GPX7	1.022397187
ZFC3H1	1.022036595
ALKBH2	1.021082133
SNRPN	1.019844449
LITAF	1.01824056
BMERB1	1.016490322
FAM83C	1.014914718
RPS6KA5	1.013838702
MYLPF	1.013716174
NRBF2	1.00638184
EMP2	1.005894752
TGDS	1.005765665
NDUFS3	1.005224807
KCNJ11	1.003009162
TNS2	1.002367254
CASKIN1	1.000122747
ZC4H2	0.999797613
SNRPC	0.999578408
AIRE	0.99533583
DUOX1	0.995030036
URI1	0.990062352
IFIT1B	0.989966714
CEBPE	0.989847127
C6orf62	0.988863955
ALKBH8	0.987949795
ZMAT5	0.987312568
USP12	0.9857349
HOXA6	0.985704047
DSG2	0.98495077
CEBPB	0.984269119
ARNT2	0.981828126
ZSCAN10	0.97892001
PTGES3	0.978683202
ATF5	0.977032456
HSPB1	0.976853909
CPNE6	0.975166674
HSD17B8	0.973978128
SMIM18	0.970522857
DRAP1	0.969446715
PLA2G4C	0.969032958
IKZF4	0.967982179
CCDC106	0.967950595
NYAP1	0.966166686
SF3A2	0.966061474
MYT1	0.962286055
NUMBL	0.961431553
APOC1	0.961353836
ING2	0.95892862
TMED5	0.958851051
HOXA5	0.956314786
SLC43A1	0.955167005
CXCL16	0.954801692
CSNK2A2	0.95176569
UBA2	0.951607707
LONRF1	0.951172762
TOX3	0.950924633
ATRIP	0.948870066
SPATA32	0.947619848
FOXL1	0.946886487
OR10AD1	0.946770173
SSC5D	0.946229167
TADA1	0.945452528
KLK9	0.943205797
SBK1	0.941649628
RNF2	0.939193328
IL15RA	0.938993979
CRY1	0.938613341
GANC	0.938139777
SOWAHD	0.937023802
SIRT4	0.936817121
CSF3	0.933677602
RXFP4	0.931152341
LDOC1	0.927704697
ZNF182	0.926839835
PCNX3	0.925019118
MTFMT	0.924159524
CARMIL3	0.923871058
ZKSCAN5	0.92379848
SCGB2B2	0.922697397
ZBTB41	0.919564074
MPHOSPH9	0.917654121
CA11	0.917612232
TMEM216	0.915834546
FAM151A	0.915823245
LINC02076	0.915679357
MESP1	0.915677074
EIF3J	0.915032258
INO80D	0.913865282
LZTS2	0.913479124
NOA1	0.912776525
GPR153	0.911117984
SAA4	0.910301176
COPZ2	0.909783179
KRTAP29-1	0.909028554
RNF208	0.908190369
NOD2	0.908117832
KISS1R	0.90797996
EMG1	0.907975357
FBXL16	0.907869102
GJB6	0.907738497
CRYAB	0.907527427
SCT	0.907329739
LINC02649	0.906151294
GNG8	0.90507257
DEPDC4	0.904854136
GOLGA2P5	0.903697568
ZNF34	0.903454081
CELSR3	0.901694302
FAM186A	0.901202133
FAM104A	0.900637689
ZNF516	0.900345764
TMEM65	0.899943082
GPS1	0.899691084
SNAI1	0.896532526
SNAPIN	0.895750261
YAE1	0.895607655
SBNO1	0.895183595
NDFIP2	0.891678891
SPG11	0.890272889
GPR62	0.889543437
GFUS	0.887421344
BICRAL	0.885992929
PNPLA4	0.885207502
SLC18B1	0.884179792
SCAMP5	0.883717663
ZNF792	0.882510252
ZNF835	0.879894563
RNF187	0.879168701
ARHGAP28	0.878877638
TRIB3	0.87834943
ATP5F1D	0.878317037
ZNF215	0.876692944
SYBU	0.876237718
PLA2G2D	0.874796164
SLC25A3	0.873583124
JADE1	0.872168114
ASAH2B	0.869957664
MRNIP-DT	0.869646461
ACER2	0.86528419
MYO1F	0.864783269
